,cit,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,device_protection,tech_support,paperless_billing,monthly_charges,churn_value,cltv,satisfaction_score,customer_status,churn_categor,referred_a_friend,number_of_referrals,tenure_in_months,offer,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,device_protection_plan,premium_tech_support,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,age,under_30,number_of_dependents,internet_services,online_security,online_backup_srvc,multiple_line,streaming_tv_srvc,payment_methods,total_charge,contracts,churn_reasons,streaming_movies_srvc
1663,Smith River,95567,41.950683,-124.097094,Male,0,0,0,1,1,0,0,0,19.7,1,5707,2,Churned,Attitude,0,0,1,None,1.91,None,0,0,0,0,0,0.0,0,1.91,21.61,40,0,0,0,0,0,0,0,Mailed check,19.7,Month-to-Month,Attitude of service provider,0
1664,Whitethorn,95589,40.053159,-123.995867,Female,0,0,0,5,1,0,0,0,75.55,1,4600,2,Churned,Competitor,0,0,5,None,35.22,Fiber Optic,58,0,0,1,1,0.0,0,176.1,589.75,10,1,0,1,0,0,1,0,Electronic check,413.65,Month-to-Month,Competitor made better offer,0
1665,Amador City,95601,38.431407,-120.8421,Female,0,0,0,9,1,0,0,1,77.65,1,3847,2,Churned,Competitor,0,0,9,None,22.88,Fiber Optic,23,0,0,0,1,0.0,0,205.92,920.0699999999999,30,0,0,1,0,0,0,1,Bank transfer (automatic),714.15,Month-to-Month,Competitor made better offer,0
1666,Auburn,95602,38.99003,-121.114408,Female,1,0,0,26,1,0,0,1,95.0,1,4232,1,Churned,Price,0,0,26,None,47.63,Fiber Optic,26,0,0,0,0,0.0,60,1238.38,3795.58,70,0,0,1,1,1,1,0,Electronic check,2497.2,Month-to-Month,Price too high,1
1667,Clarksburg,95612,38.384648,-121.578701,Male,0,0,0,54,1,0,1,1,105.4,1,4406,1,Churned,Dissatisfaction,0,0,54,Offer B,49.98,Fiber Optic,26,0,1,1,1,0.0,0,2698.9199999999996,8342.32,30,0,0,1,1,1,0,1,Credit card (automatic),5643.4,One Year,Product dissatisfaction,1
1668,Cool,95614,38.880622,-120.973865,Male,0,0,0,2,1,1,0,1,95.85,1,3790,1,Churned,Competitor,0,0,2,None,37.43,Fiber Optic,18,1,0,1,1,0.0,0,74.86,272.56,60,0,0,1,0,0,0,1,Electronic check,197.7,Month-to-Month,Competitor had better devices,1
1669,Diamond Springs,95619,38.683605,-120.811852,Male,0,0,0,1,1,0,0,1,79.15,1,4243,1,Churned,Competitor,0,0,1,None,24.48,Fiber Optic,24,0,0,0,1,0.0,0,24.48,103.63000000000001,60,0,0,1,0,1,1,0,Electronic check,79.15,Month-to-Month,Competitor had better devices,0
1670,Elk Grove,95624,38.434138,-121.30587,Female,0,1,0,30,1,0,0,0,19.65,1,2486,1,Churned,Attitude,1,1,30,None,15.36,None,0,0,0,0,0,0.0,0,460.79999999999995,1116.65,40,0,0,0,0,0,0,0,Bank transfer (automatic),655.85,Month-to-Month,Attitude of support person,0
1671,Elmira,95625,38.349195,-121.902943,Female,0,0,0,4,1,0,0,1,79.0,1,2085,3,Churned,Dissatisfaction,0,0,4,None,27.57,Fiber Optic,27,0,0,0,1,0.0,0,110.28,413.42999999999995,60,0,0,1,0,0,0,1,Electronic check,303.15,Month-to-Month,Limited range of services,0
1672,Fair Oaks,95628,38.652065,-121.25441,Female,0,1,0,17,1,0,1,0,91.85,1,5643,1,Churned,Price,1,1,17,Offer D,41.95,Fiber Optic,51,0,1,0,1,0.0,0,713.1500000000001,2287.6000000000004,20,0,0,1,1,0,0,1,Electronic check,1574.45,Month-to-Month,Lack of affordable download/upload speed,0
1673,Grizzly Flats,95636,38.636102,-120.522149,Female,1,0,0,60,1,1,1,1,106.0,1,5507,3,Churned,Price,0,0,60,None,34.39,Fiber Optic,17,1,1,0,0,0.0,110,2063.4,8614.8,60,0,0,1,0,0,1,1,Electronic check,6441.4,One Year,Long distance charges,1
1674,Jackson,95642,38.336216,-120.76901,Male,0,0,1,1,1,0,1,1,49.9,1,3113,2,Churned,Price,0,0,1,None,39.6,DSL,17,0,1,0,1,0.0,0,39.6,89.5,30,0,1,1,0,0,0,0,Mailed check,49.9,Month-to-Month,Extra data charges,0
1675,Kirkwood,95646,38.631489,-120.015167,Female,0,0,0,13,1,0,0,1,100.35,1,2008,1,Churned,Price,0,0,13,Offer D,6.78,Fiber Optic,26,0,0,1,1,34.09,0,88.14,1412.9,50,0,0,1,1,0,1,1,Electronic check,1358.85,Month-to-Month,Price too high,1
1676,Lotus,95651,38.815515,-120.916997,Female,1,1,0,38,1,0,0,1,74.95,1,5165,1,Churned,Dissatisfaction,1,5,38,None,15.78,Fiber Optic,30,0,0,0,1,0.0,0,599.64,3469.49,60,0,0,1,0,0,1,0,Bank transfer (automatic),2869.85,Month-to-Month,Product dissatisfaction,0
1677,Mather,95655,38.549822,-121.266725,Male,1,1,1,1,1,0,1,1,49.25,1,4478,3,Churned,Dissatisfaction,1,3,1,None,8.38,DSL,19,0,1,0,1,0.0,0,8.38,57.63,70,0,1,1,0,0,0,0,Credit card (automatic),49.25,Month-to-Month,Service dissatisfaction,0
1678,Orangevale,95662,38.689174,-121.218435,Male,0,1,0,50,1,0,1,0,103.7,1,5897,1,Churned,Competitor,1,1,50,Offer B,34.14,Fiber Optic,69,0,1,1,1,36.61,0,1707.0,6741.4400000000005,20,1,0,1,0,1,1,1,Electronic check,5071.05,Month-to-Month,Competitor had better devices,1
1679,Pleasant Grove,95668,38.833554,-121.498102,Male,0,1,0,65,1,1,0,0,89.75,1,6110,1,Churned,Dissatisfaction,1,5,65,Offer B,49.33,Fiber Optic,16,1,0,0,1,18.72,0,3206.45,8957.33,30,0,0,1,1,1,1,0,Electronic check,5769.6,One Year,Network reliability,0
1680,Rescue,95672,38.724322,-120.991237,Female,0,0,0,1,1,0,0,1,20.3,1,3830,3,Churned,Price,0,0,1,Offer E,26.37,None,0,0,0,0,0,0.0,0,26.37,46.67,40,0,0,0,0,0,0,0,Mailed check,20.3,Month-to-Month,Long distance charges,0
1681,Roseville,95678,38.759751,-121.288545,Male,1,1,0,7,1,1,0,1,101.95,1,2016,1,Churned,Other,1,2,7,None,34.66,Fiber Optic,3,1,0,1,1,0.0,0,242.61999999999998,943.47,60,0,0,1,0,0,1,1,Electronic check,700.85,Month-to-Month,Don't know,1
1682,Sloughhouse,95683,38.470423,-121.114897,Male,1,0,0,2,1,0,0,1,94.0,1,5569,1,Churned,Other,0,0,2,Offer E,20.99,Fiber Optic,22,0,0,1,1,0.0,0,41.98,223.67999999999998,60,0,0,1,0,0,1,1,Electronic check,181.7,Month-to-Month,Don't know,1
1683,Sutter Creek,95685,38.432145,-120.77069,Female,0,0,0,45,1,0,0,1,89.3,1,4880,2,Churned,Dissatisfaction,0,0,45,Offer B,14.12,Fiber Optic,24,0,0,0,1,44.63,0,635.4,4607.62,40,0,0,1,0,1,1,1,Credit card (automatic),4016.85,Month-to-Month,Poor expertise of online support,0
1684,Walnut Grove,95690,38.240419,-121.587535,Female,0,0,0,1,1,0,0,1,74.3,1,5996,1,Churned,Competitor,0,0,1,Offer E,39.66,Fiber Optic,8,0,0,0,1,0.0,0,39.66,113.96,30,0,0,1,0,1,0,0,Credit card (automatic),74.3,Month-to-Month,Competitor had better devices,0
1685,Wheatland,95692,39.043387,-121.409837,Male,0,0,0,1,0,0,1,1,44.65,1,3704,1,Churned,Competitor,0,0,1,Offer E,0.0,Cable,19,0,1,1,1,0.0,0,0.0,44.65,40,0,0,1,0,1,0,0,Mailed check,44.65,Month-to-Month,Competitor had better devices,1
1686,Wilton,95693,38.392559,-121.225093,Male,0,1,0,13,1,0,0,0,84.05,1,4745,1,Churned,Competitor,1,5,13,Offer D,29.92,Fiber Optic,21,0,0,1,1,23.97,0,388.96000000000004,1460.29,30,0,0,1,1,0,0,0,Electronic check,1095.3,Month-to-Month,Competitor offered higher download speeds,1
1687,Winters,95694,38.578604,-122.024579,Male,0,0,0,10,1,0,0,1,80.7,1,3492,1,Churned,Competitor,0,0,10,Offer D,17.07,Fiber Optic,3,0,0,0,0,38.42,50,170.7,971.0799999999999,50,0,0,1,0,1,1,0,Bank transfer (automatic),788.8,Month-to-Month,Competitor offered more data,0
1688,Dutch Flat,95714,39.197215,-120.83679,Male,0,0,0,4,1,0,0,1,101.7,1,2777,2,Churned,Competitor,0,0,4,Offer E,26.16,Fiber Optic,85,0,0,1,1,1.48,0,104.64,467.71,20,1,0,1,0,1,1,1,Electronic check,364.55,Month-to-Month,Competitor made better offer,1
1689,Kyburz,95720,38.766036,-120.209673,Female,0,0,0,1,1,0,0,0,20.4,1,3663,3,Churned,Price,0,0,1,Offer E,22.12,None,0,0,0,0,0,0.0,0,22.12,42.519999999999996,30,0,0,0,0,0,0,0,Mailed check,20.4,Month-to-Month,Long distance charges,0
1690,Rancho Cordova,95742,38.591134,-121.161585,Male,0,1,0,41,1,1,1,1,102.6,1,2098,1,Churned,Competitor,1,1,41,Offer B,45.03,Fiber Optic,10,1,1,1,1,2.93,0,1846.23,6056.65,30,0,0,1,0,0,1,1,Electronic check,4213.35,One Year,Competitor had better devices,1
1691,Elk Grove,95758,38.35363,-121.44195,Male,0,1,0,71,1,1,0,1,106.0,1,4072,3,Churned,Competitor,1,3,71,Offer A,47.34,Fiber Optic,12,1,0,1,1,0.0,0,3361.1400000000003,11084.84,50,0,0,1,0,1,1,1,Bank transfer (automatic),7723.7,Two Year,Competitor offered higher download speeds,1
1692,Woodland,95776,38.694081,-121.694431,Female,0,0,1,3,1,0,1,1,55.1,1,4412,1,Churned,Competitor,0,0,3,Offer E,26.04,Cable,16,0,1,0,1,0.0,0,78.12,232.77,40,0,2,1,1,0,0,0,Mailed check,154.65,Month-to-Month,Competitor offered higher download speeds,0
1693,Sacramento,95820,38.53508,-121.444144,Male,0,0,0,69,1,1,1,1,106.5,1,4859,3,Churned,Competitor,0,0,69,Offer A,26.88,Fiber Optic,11,1,1,1,1,0.0,0,1854.72,9203.52,50,0,0,1,0,0,1,1,Bank transfer (automatic),7348.8,Two Year,Competitor offered higher download speeds,1
1694,Sacramento,95825,38.590035,-121.412455,Female,0,1,0,32,1,1,0,1,91.05,1,3590,1,Churned,Competitor,1,1,32,None,46.92,Fiber Optic,9,1,0,1,0,0.0,70,1501.44,4525.9400000000005,50,0,0,1,0,0,1,0,Bank transfer (automatic),2954.5,Month-to-Month,Competitor offered more data,1
1695,Sacramento,95829,38.486502,-121.334051,Female,1,1,0,51,1,0,0,1,77.5,1,5748,1,Churned,Competitor,1,1,51,None,17.87,Fiber Optic,9,0,0,0,1,0.0,0,911.37,4718.72,60,0,0,1,1,0,1,0,Electronic check,3807.35,Month-to-Month,Competitor offered more data,0
1696,Sacramento,95837,38.691607,-121.602284,Female,0,1,0,72,0,1,0,1,54.2,1,4481,3,Churned,Competitor,1,1,72,Offer A,0.0,Cable,15,1,0,1,1,0.0,0,0.0,3937.45,50,0,0,1,0,1,0,1,Electronic check,3937.45,Two Year,Competitor offered more data,1
1697,Antelope,95843,38.715498,-121.363411,Female,0,0,0,6,1,0,0,1,69.25,1,5816,1,Churned,Competitor,0,0,6,None,39.36,Fiber Optic,5,0,0,0,1,0.0,0,236.16,654.56,40,0,0,1,0,0,0,0,Mailed check,418.4,Month-to-Month,Competitor made better offer,0
1698,Bangor,95914,39.396585,-121.38029,Male,0,0,0,1,1,1,0,1,50.5,1,2077,3,Churned,Competitor,0,0,1,None,39.58,DSL,28,1,0,0,1,0.0,0,39.58,90.08,30,0,0,1,0,0,0,0,Electronic check,50.5,Month-to-Month,Competitor made better offer,0
1699,Brownsville,95919,39.440687,-121.263583,Male,1,0,0,1,1,0,0,1,74.4,1,3429,2,Churned,Price,0,0,1,Offer E,11.08,Fiber Optic,12,0,0,0,1,0.0,0,11.08,85.48,60,0,0,1,0,0,1,0,Electronic check,74.4,Month-to-Month,Price too high,0
1700,Chico,95928,39.681488,-121.83721,Male,0,0,0,31,1,0,1,1,79.45,1,2872,1,Churned,Dissatisfaction,0,0,31,None,6.71,DSL,3,0,1,1,1,0.0,0,208.01,2795.71,30,0,0,1,0,1,1,1,Mailed check,2587.7,One Year,Product dissatisfaction,1
1701,Dobbins,95935,39.381174,-121.21191,Male,0,0,0,58,1,1,1,1,104.65,1,5411,2,Churned,Dissatisfaction,0,0,58,Offer B,41.14,Fiber Optic,25,1,1,1,0,0.0,40,2386.12,8645.720000000001,30,0,0,1,0,0,1,1,Electronic check,6219.6,One Year,Service dissatisfaction,1
1702,Forbestown,95941,39.531028,-121.24807,Male,1,1,0,47,1,1,0,1,100.05,1,5166,1,Churned,Attitude,1,1,47,None,8.97,Fiber Optic,19,1,0,0,1,0.0,0,421.59000000000003,5292.64,60,0,0,1,0,0,1,1,Electronic check,4871.05,Month-to-Month,Attitude of support person,1
1703,Gridley,95948,39.346898,-121.759537,Male,0,0,0,44,1,0,1,0,100.55,1,3486,2,Churned,Dissatisfaction,0,0,44,None,42.92,Fiber Optic,23,0,1,1,1,0.0,0,1888.48,6286.629999999999,40,0,0,1,0,1,0,1,Electronic check,4398.15,Month-to-Month,Network reliability,1
1704,Grimes,95950,39.033058,-121.895718,Male,0,0,0,2,1,0,0,0,95.65,1,5332,3,Churned,Dissatisfaction,0,0,2,None,16.76,Fiber Optic,27,0,0,1,1,0.0,0,33.52,200.82000000000002,30,0,0,1,0,1,0,1,Electronic check,167.3,Month-to-Month,Limited range of services,1
1705,Orland,95963,39.748037,-122.302169,Female,0,0,0,1,1,1,0,0,94.4,1,5764,3,Churned,Price,0,0,1,None,18.34,Fiber Optic,6,1,0,1,1,0.0,0,18.34,112.74000000000001,40,0,0,1,0,0,0,1,Electronic check,94.4,Month-to-Month,Lack of affordable download/upload speed,1
1706,Quincy,95971,39.971228,-121.041166,Female,0,0,0,1,1,0,0,1,55.0,1,3809,1,Churned,Price,0,0,1,None,32.74,DSL,26,0,0,0,1,0.0,0,32.74,87.74000000000001,40,0,0,1,0,0,0,1,Credit card (automatic),55.0,Month-to-Month,Long distance charges,0
1707,Rough And Ready,95975,39.225634,-121.156163,Male,0,0,0,1,1,1,0,1,101.45,1,4390,1,Churned,Price,0,0,1,None,10.38,Fiber Optic,7,1,0,1,1,0.0,0,10.38,111.83,30,0,0,1,0,0,1,1,Electronic check,101.45,Month-to-Month,Extra data charges,1
1708,Strawberry Valley,95981,39.58458,-121.093256,Female,0,1,0,5,1,1,1,0,67.95,1,3889,3,Churned,Price,1,1,5,None,14.9,DSL,4,1,1,0,0,0.0,20,74.5,444.8,30,0,0,1,0,0,1,1,Bank transfer (automatic),350.3,Month-to-Month,Price too high,0
1709,Taylorsville,95983,40.053684,-120.743116,Female,0,0,0,1,1,0,0,1,69.5,1,3365,1,Churned,Dissatisfaction,0,0,1,None,8.31,Fiber Optic,27,0,0,0,1,0.0,0,8.31,77.81,40,0,0,1,0,0,0,0,Electronic check,69.5,Month-to-Month,Product dissatisfaction,0
1710,Twain,95984,40.022184,-121.062384,Male,0,0,0,1,1,0,0,1,18.85,1,4132,1,Churned,Dissatisfaction,0,0,1,None,40.49,None,0,0,0,0,0,0.0,0,40.49,59.34,50,0,0,0,0,0,0,0,Mailed check,18.85,Month-to-Month,Service dissatisfaction,0
1711,Williams,95987,39.117537,-122.284654,Female,0,0,0,1,1,0,0,1,69.2,1,4073,3,Churned,Dissatisfaction,0,0,1,None,23.72,Fiber Optic,19,0,0,0,1,0.0,0,23.72,92.92,40,0,0,1,0,0,0,0,Electronic check,69.2,Month-to-Month,Lack of self-service on Website,0
1712,Redding,96001,40.587919,-122.464732,Male,0,0,0,1,1,0,0,1,69.65,1,5258,1,Churned,Dissatisfaction,0,0,1,Offer E,28.7,Fiber Optic,69,0,0,0,1,0.0,0,28.7,98.35000000000001,20,0,0,1,0,0,0,0,Electronic check,69.65,Month-to-Month,Network reliability,0
1713,Redding,96002,40.527834,-122.318749,Male,1,1,0,40,1,0,0,0,101.85,1,2837,1,Churned,Other,1,1,40,None,2.85,Fiber Optic,3,0,0,0,1,0.0,0,114.0,4200.3,70,0,0,1,1,0,1,1,Electronic check,4086.3,Month-to-Month,Don't know,1
1714,Adin,96006,41.171578,-120.913161,Female,0,0,0,1,1,1,0,1,82.3,1,4278,1,Churned,Competitor,0,0,1,Offer E,33.41,Fiber Optic,28,1,0,0,1,0.0,0,33.41,115.71,60,0,0,1,0,1,0,0,Electronic check,82.3,Month-to-Month,Competitor had better devices,0
1715,Burney,96013,40.946785,-121.719489,Male,0,0,0,3,1,0,0,0,79.25,1,4183,2,Churned,Competitor,0,0,3,Offer E,49.76,Fiber Optic,3,0,0,0,0,0.0,10,149.28,426.88,30,0,0,1,0,0,0,1,Electronic check,267.6,Month-to-Month,Competitor offered higher download speeds,0
1716,Canby,96015,41.486953,-120.913975,Female,0,0,0,13,1,0,0,1,84.6,1,2659,1,Churned,Competitor,0,0,13,Offer D,35.96,Fiber Optic,42,0,0,1,1,0.0,0,467.48,1582.68,20,1,0,1,0,0,1,0,Electronic check,1115.2,Month-to-Month,Competitor offered more data,1
1717,Cassel,96016,40.936285,-121.572692,Female,0,1,0,58,1,0,0,1,93.4,1,5989,1,Churned,Other,1,1,58,None,3.65,Fiber Optic,20,0,0,1,1,0.0,0,211.7,5647.3,30,0,0,1,1,1,1,0,Bank transfer (automatic),5435.6,Month-to-Month,Don't know,1
1718,Castella,96017,41.121108,-122.336613,Female,0,1,0,42,1,0,0,1,94.2,1,5458,1,Churned,Competitor,1,1,42,None,6.84,Fiber Optic,27,0,0,1,1,0.0,0,287.28,4473.58,20,1,0,1,0,0,1,1,Electronic check,4186.3,Month-to-Month,Competitor had better devices,1
1719,Shasta Lake,96019,40.692523,-122.369876,Male,1,1,0,1,0,0,0,0,25.05,1,2119,1,Churned,Competitor,1,1,1,Offer E,0.0,Cable,18,0,0,0,1,0.0,0,0.0,25.05,70,0,0,1,0,0,0,0,Electronic check,25.05,Month-to-Month,Competitor had better devices,0
1720,Dunsmuir,96025,41.212695,-122.392067,Female,0,0,0,29,0,0,0,1,25.1,1,2796,1,Churned,Competitor,0,0,29,None,0.0,Cable,22,0,0,0,1,0.0,0,0.0,712.85,50,0,0,1,0,0,0,0,Credit card (automatic),712.85,Month-to-Month,Competitor offered higher download speeds,0
1721,Etna,96027,41.405193,-123.008567,Male,0,0,1,1,1,1,0,0,48.95,1,3913,1,Churned,Competitor,0,0,1,None,34.4,Cable,52,1,0,1,1,0.0,0,34.4,83.35,20,1,2,1,0,0,0,0,Electronic check,48.95,Month-to-Month,Competitor offered higher download speeds,0
1722,Flournoy,96029,39.84784,-122.544556,Male,0,0,0,1,1,0,0,0,45.3,1,5774,2,Churned,Competitor,0,0,1,None,28.37,DSL,7,0,0,0,0,0.0,30,28.37,103.67,50,0,0,1,0,0,0,0,Electronic check,45.3,Month-to-Month,Competitor offered higher download speeds,0
1723,Fort Jones,96032,41.5837,-122.935922,Male,0,0,0,2,1,1,0,1,85.85,1,3273,1,Churned,Competitor,0,0,2,Offer E,14.14,Fiber Optic,28,1,0,1,1,0.0,0,28.28,195.58,50,0,0,1,0,0,0,0,Electronic check,167.3,Month-to-Month,Competitor made better offer,1
1724,Greenview,96037,41.528541,-122.955018,Male,0,0,0,10,1,0,0,0,95.2,1,4922,2,Churned,Competitor,0,0,10,Offer D,35.63,Fiber Optic,18,0,0,1,1,0.0,0,356.3,1286.7,50,0,0,1,0,0,1,1,Electronic check,930.4,Month-to-Month,Competitor offered more data,1
1725,Happy Camp,96039,41.831901,-123.487478,Male,0,0,0,49,1,0,1,1,100.6,1,5585,2,Churned,Competitor,0,0,49,None,18.97,Fiber Optic,3,0,1,1,1,0.0,0,929.53,5999.179999999999,40,0,0,1,0,0,1,1,Bank transfer (automatic),5069.65,One Year,Competitor offered more data,1
1726,Hat Creek,96040,40.789799,-121.474529,Male,0,1,1,6,1,1,0,1,55.3,1,3878,2,Churned,Competitor,1,1,6,Offer E,1.86,DSL,19,1,0,0,1,0.0,0,11.16,335.41,40,0,1,1,0,1,0,0,Mailed check,324.25,Month-to-Month,Competitor made better offer,0
1727,Hornbrook,96044,41.962127,-122.527696,Male,1,0,0,2,1,0,0,1,74.85,1,5378,2,Churned,Competitor,0,0,2,Offer E,45.41,Fiber Optic,18,0,0,0,1,0.0,0,90.82,247.22,70,0,0,1,0,0,1,0,Mailed check,156.4,Month-to-Month,Competitor made better offer,0
1728,Lewiston,96052,40.704293,-122.803899,Male,0,0,0,35,1,1,0,1,102.35,1,2473,3,Churned,Price,0,0,35,None,39.84,Fiber Optic,48,1,0,1,1,0.0,0,1394.4,5020.5,20,1,0,1,0,1,0,1,Bank transfer (automatic),3626.1,One Year,Price too high,1
1729,Los Molinos,96055,40.059385,-122.091481,Male,0,1,0,70,1,1,1,0,115.65,1,5563,2,Churned,Dissatisfaction,1,1,70,Offer A,17.17,Fiber Optic,20,1,1,1,0,0.0,10,1201.9,9180.75,50,0,0,1,1,1,1,1,Credit card (automatic),7968.85,One Year,Product dissatisfaction,1
1730,Mcarthur,96056,41.10831,-121.360362,Male,0,0,0,2,1,1,1,1,79.85,1,3280,2,Churned,Dissatisfaction,0,0,2,Offer E,16.14,Fiber Optic,2,1,1,0,1,0.0,0,32.28,184.73,40,0,0,1,0,0,0,0,Electronic check,152.45,Month-to-Month,Service dissatisfaction,0
1731,Mill Creek,96061,40.331975,-121.460674,Male,0,0,0,15,1,0,0,1,76.0,1,4938,1,Churned,Dissatisfaction,0,0,15,Offer D,44.86,Fiber Optic,52,0,0,1,1,0.0,0,672.9,1803.75,20,1,0,1,0,0,1,0,Mailed check,1130.85,Month-to-Month,Lack of self-service on Website,0
1732,Mineral,96063,40.408796,-121.579609,Female,1,0,0,42,1,1,0,1,104.75,1,2984,1,Churned,Dissatisfaction,0,0,42,None,16.22,Fiber Optic,12,1,0,0,1,0.0,0,681.24,5004.69,60,0,0,1,0,1,1,1,Bank transfer (automatic),4323.45,Month-to-Month,Network reliability,1
1733,Montague,96064,41.759864,-122.379175,Female,0,0,0,9,1,0,0,1,74.65,1,5900,1,Churned,Competitor,0,0,9,Offer E,36.43,DSL,16,0,0,1,1,0.0,0,327.87,1031.42,30,0,0,1,1,1,0,1,Electronic check,703.55,Month-to-Month,Competitor made better offer,1
1734,Oak Run,96069,40.689243,-122.037023,Female,0,0,0,1,1,0,0,1,56.25,1,3065,1,Churned,Price,0,0,1,None,26.14,DSL,22,0,0,1,1,0.0,0,26.14,82.39,40,0,0,1,0,0,0,0,Electronic check,56.25,Month-to-Month,Lack of affordable download/upload speed,1
1735,Old Station,96071,40.656287,-121.428965,Male,0,1,0,21,1,1,1,1,106.1,1,3584,1,Churned,Price,1,1,21,Offer D,21.83,Fiber Optic,59,1,1,1,1,0.0,0,458.42999999999995,2708.3799999999997,20,1,0,1,0,0,1,1,Electronic check,2249.95,Month-to-Month,Long distance charges,1
1736,Paskenta,96074,39.884395,-122.587513,Female,1,0,0,2,1,0,0,1,79.75,1,4038,3,Churned,Price,0,0,2,Offer E,39.63,Fiber Optic,23,0,0,0,0,0.0,10,79.26,248.66000000000003,70,0,0,1,0,0,0,0,Bank transfer (automatic),159.4,Month-to-Month,Extra data charges,1
1737,Platina,96076,40.367964,-122.937379,Female,0,0,0,1,1,0,0,0,68.65,1,3052,2,Churned,Price,0,0,1,Offer E,12.4,Fiber Optic,28,0,0,0,1,0.0,0,12.4,81.05000000000001,60,0,0,1,0,0,0,0,Electronic check,68.65,Month-to-Month,Price too high,0
1738,Seiad Valley,96086,41.924174,-123.260788,Male,0,0,0,16,1,0,0,0,20.25,1,4327,1,Churned,Price,0,0,16,Offer D,21.04,None,0,0,0,0,0,0.0,0,336.64,664.0899999999999,20,1,0,0,0,0,0,0,Bank transfer (automatic),327.45,Month-to-Month,Long distance charges,0
1739,Trinity Center,96091,41.081847,-122.700545,Female,1,1,0,14,1,0,0,1,100.2,1,3369,1,Churned,Dissatisfaction,1,1,14,None,47.01,Fiber Optic,19,0,0,0,1,0.0,0,658.14,2027.94,70,0,0,1,0,1,1,1,Electronic check,1369.8,Month-to-Month,Service dissatisfaction,1
1740,Vina,96092,39.955164,-122.018567,Male,0,1,0,15,1,0,0,1,74.9,1,2510,2,Churned,Dissatisfaction,1,1,15,Offer D,34.63,Fiber Optic,15,0,0,0,1,0.0,0,519.45,1626.7,30,0,0,1,0,0,1,0,Bank transfer (automatic),1107.25,Month-to-Month,Lack of self-service on Website,0
1741,Sierra City,96125,39.600599,-120.636358,Female,0,0,0,1,1,0,0,1,70.85,1,2874,3,Churned,Dissatisfaction,0,0,1,Offer E,27.05,Fiber Optic,23,0,0,0,1,0.0,0,27.05,97.89999999999999,50,0,0,1,0,0,0,0,Electronic check,70.85,Month-to-Month,Network reliability,0
1742,Sierraville,96126,39.559709,-120.345639,Male,0,0,0,2,1,0,0,1,69.8,1,2320,1,Churned,Other,0,0,2,Offer E,37.72,Fiber Optic,27,0,0,0,1,0.0,0,75.44,210.14,50,0,0,1,0,0,0,0,Credit card (automatic),134.7,Month-to-Month,Don't know,0
1743,Susanville,96130,40.559177,-120.612113,Male,0,1,0,55,0,1,1,1,54.55,1,6041,1,Churned,Attitude,1,1,55,None,0.0,DSL,42,1,1,1,0,0.0,50,0.0,3028.3,20,0,0,1,0,0,0,1,Bank transfer (automatic),2978.3,Month-to-Month,Attitude of service provider,1
1744,Wendel,96136,40.345949,-120.081187,Female,0,0,0,7,1,0,1,1,70.75,1,2248,1,Churned,Attitude,0,0,7,Offer E,23.35,DSL,6,0,1,1,1,0.0,0,163.45000000000002,614.25,50,0,0,1,0,0,0,1,Credit card (automatic),450.8,Month-to-Month,Attitude of support person,1
1745,Carnelian Bay,96140,39.227434,-120.091806,Female,0,1,0,13,1,1,0,0,94.1,1,2973,1,Churned,Other,1,1,13,None,43.56,Fiber Optic,52,1,0,0,1,0.0,0,566.28,1781.8799999999999,20,1,0,1,0,1,1,1,Electronic check,1215.6,Month-to-Month,Don't know,0
1746,Homewood,96141,39.117018,-120.212535,Female,0,1,1,3,0,0,0,0,29.7,1,2613,1,Churned,Attitude,1,1,3,Offer E,0.0,Cable,15,0,0,0,1,0.0,0,0.0,91.7,40,0,2,1,1,0,0,0,Credit card (automatic),91.7,Month-to-Month,Attitude of support person,0
1747,Tahoe Vista,96148,39.24124,-120.054765,Male,1,0,0,66,1,1,1,0,110.9,1,4389,3,Churned,Attitude,0,0,66,None,9.9,Fiber Optic,25,1,1,0,1,0.0,0,653.4,8085.45,60,0,0,1,0,1,1,1,Credit card (automatic),7432.05,One Year,Attitude of service provider,1
1748,South Lake Tahoe,96150,38.911577,-120.106169,Female,0,1,0,38,1,1,1,1,105.0,1,2341,1,Churned,Other,1,1,38,None,19.08,Fiber Optic,4,1,1,1,1,0.0,0,725.04,4751.4400000000005,50,0,0,1,0,0,1,1,Electronic check,4026.4,Month-to-Month,Don't know,1
1749,Truckee,96161,39.342498,-120.247127,Male,0,0,1,1,0,0,0,1,25.3,1,5421,2,Churned,Competitor,0,0,1,None,0.0,Cable,51,0,0,0,0,0.0,10,0.0,35.3,10,1,3,1,0,0,0,0,Electronic check,25.3,Month-to-Month,Competitor made better offer,0
1750,Los Angeles,90001,33.973616,-118.24902,Male,0,0,0,22,1,0,1,1,55.15,1,5866,3,Churned,Competitor,0,0,22,None,33.53,DSL,59,0,1,0,1,0.0,0,737.6600000000001,1930.71,20,1,0,1,0,1,0,0,Credit card (automatic),1193.05,One Year,Competitor made better offer,0
